ensgene,entrez,symbol,chr,start,end,strand,biotype,description
ENSG00000271931,NA,RP11-63L7.5,6,89080164,89080667,-1,antisense,
ENSG00000271932,NA,RNU6-85P,7,140884072,140884178,1,snRNA,"RNA, U6 small nuclear 85, pseudogene [Source:HGNC Symbol;Acc:HGNC:47048]"
ENSG00000271933,NA,RP11-338I21.1,10,84138420,84140582,-1,antisense,
ENSG00000271934,NA,OR2AS2P,1,248498308,248498628,1,unprocessed_pseudogene,"olfactory receptor, family 2, subfamily AS, member 2 pseudogene [Source:HGNC Symbol;Acc:HGNC:31248]"
ENSG00000271936,NA,RP11-443B20.1,2,24825610,24826717,1,antisense,
ENSG00000271937,NA,RP11-424N24.2,3,44337941,44338552,-1,antisense,
ENSG00000271938,NA,RP11-589C21.6,8,42139461,42139752,-1,lincRNA,
ENSG00000271941,NA,RP11-188P20.3,3,43346923,43347643,-1,antisense,
ENSG00000271943,NA,RP11-222K16.1,3,27638315,27638776,1,lincRNA,
ENSG00000271945,NA,RP11-354K4.2,6,76774983,76775860,1,lincRNA,
ENSG00000271947,NA,RP11-439M11.1,2,6905724,6906301,-1,lincRNA,
ENSG00000271949,NA,RP11-302M6.4,1,89633140,89933250,1,protein_coding,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:A6NED7]
ENSG00000271952,101929733,RP11-245G13.2,2,10878269,10885118,1,lincRNA,
ENSG00000271955,NA,RP11-444A22.1,2,59218680,60100200,-1,lincRNA,
ENSG00000271958,NA,RP11-617D20.2,4,38618265,38619437,-1,lincRNA,
ENSG00000271959,NA,CTD-3064M3.7,8,141434545,141437954,1,antisense,
ENSG00000271963,NA,CTD-2140B24.6,12,133115692,133122340,1,antisense,
ENSG00000271964,NA,RP11-415F23.2,3,16314439,16314987,1,antisense,
ENSG00000271966,NA,RP11-7F18.2,8,67343975,67345087,1,lincRNA,
ENSG00000271967,NA,RP11-134K13.4,6,70596438,70596980,1,lincRNA,
ENSG00000271968,8755,ADAM6,14,105969729,105972269,-1,transcribed_unprocessed_pseudogene,ADAM metallopeptidase domain 6 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:213]
ENSG00000271969,NA,U47924.29,12,6964949,6965382,1,antisense,
ENSG00000271970,NA,RP3-337H4.10,6,43561872,43562419,1,antisense,
ENSG00000271971,NA,CTD-2006H14.2,8,93715378,93716113,-1,antisense,
ENSG00000271973,NA,RP11-572O6.1,3,48672455,48672733,1,lincRNA,
ENSG00000271974,NA,RP11-927P21.12,17,64905883,64906018,-1,transcribed_processed_pseudogene,
ENSG00000271976,NA,RP11-884K10.7,3,53858994,53861576,-1,antisense,
ENSG00000271977,NA,AC226119.4,4,3915187,3924274,-1,transcribed_unprocessed_pseudogene,
ENSG00000271978,NA,RP11-428J1.4,6,5031756,5054423,-1,lincRNA,
ENSG00000271980,NA,CTD-2256P15.4,5,10264597,10267146,-1,antisense,
ENSG00000271981,NA,RP11-573G6.8,10,22332587,22332981,-1,lincRNA,
ENSG00000271982,26790,SNORD58B,18,49491664,49491729,-1,snoRNA,"small nucleolar RNA, C/D box 58B [Source:HGNC Symbol;Acc:HGNC:10209]"
ENSG00000271983,NA,RP11-28H5.2,15,80693216,80693707,-1,lincRNA,
ENSG00000271984,NA,RP3-337O18.9,20,45892694,45893419,-1,antisense,
ENSG00000271985,NA,RP11-589B3.7,10,79526508,79526631,-1,processed_pseudogene,
ENSG00000271986,NA,RN7SL827P,6,73487590,73487877,-1,misc_RNA,"RNA, 7SL, cytoplasmic 827, pseudogene [Source:HGNC Symbol;Acc:HGNC:46843]"
ENSG00000271989,NA,RP4-736L20.3,1,10429881,10430677,-1,antisense,
ENSG00000271991,NA,RP11-79O8.1,2,19902025,19902569,1,lincRNA,
ENSG00000271992,NA,RP11-42O15.3,1,70445071,70445536,1,lincRNA,
ENSG00000271993,NA,RP11-285J16.1,3,37182107,37182734,1,antisense,
ENSG00000271996,NA,RP11-337N6.1,2,177306373,177310572,1,antisense,
ENSG00000271997,NA,RP11-97O12.6,15,88501944,88505787,-1,sense_intronic,
ENSG00000271998,NA,CTD-2199O4.7,5,10195187,10197622,-1,lincRNA,
ENSG00000272000,NA,CYP2D6,CHR_HSCHR22_2_CTG1,42138640,42143020,-1,protein_coding,CYP2D6; Cytochrome P450 2D6; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q38LG0]
ENSG00000272002,NA,RP11-557L19.1,2,7260871,7261504,1,lincRNA,
ENSG00000272004,NA,RP11-345P4.10,1,1659325,1662602,1,antisense,
ENSG00000272006,NA,RP11-583F2.6,17,64951498,64951609,-1,processed_pseudogene,
ENSG00000272008,NA,RP11-393I2.4,6,87151159,87155285,-1,antisense,
ENSG00000272009,102724889,RP1-313I6.12,6,28078792,28081130,-1,antisense,
ENSG00000272010,NA,CTD-3025N20.3,8,65591850,65592472,-1,lincRNA,
ENSG00000272015,NA,SNORA62,21,38894785,38894867,1,snoRNA,Small nucleolar RNA SNORA62/SNORA6 family [Source:RFAM;Acc:RF00091]
ENSG00000272017,NA,RP1-199J3.7,6,99568097,99569096,1,antisense,
ENSG00000272020,NA,RNU1-30P,3,126160283,126160445,-1,snRNA,"RNA, U1 small nuclear 30, pseudogene [Source:HGNC Symbol;Acc:HGNC:48372]"
ENSG00000272021,NA,AC008592.8,5,95849309,95849855,1,lincRNA,
ENSG00000272023,NA,CTC-350I8.1,5,132963770,132964164,1,lincRNA,
ENSG00000272024,NA,RP11-546K22.3,8,51950284,51950690,1,lincRNA,
ENSG00000272025,NA,SNORA74,2,65158662,65158860,1,snoRNA,Small nucleolar RNA SNORA74 [Source:RFAM;Acc:RF00090]
ENSG00000272027,NA,RP11-529E15.1,2,34692290,34703606,-1,lincRNA,
ENSG00000272028,NA,RNU6-87P,12,51014134,51014241,-1,snRNA,"RNA, U6 small nuclear 87, pseudogene [Source:HGNC Symbol;Acc:HGNC:47050]"
ENSG00000272030,NA,RP1-178F15.4,1,153631438,153634397,-1,antisense,
ENSG00000272031,284615,ANKRD34A,1,145959442,145964582,-1,protein_coding,ankyrin repeat domain 34A [Source:HGNC Symbol;Acc:HGNC:27639]
ENSG00000272033,NA,RP11-52A20.2,1,167379108,167381000,1,sense_intronic,
ENSG00000272034,26822,SNORD14A,11,17074654,17074744,-1,snoRNA,"small nucleolar RNA, C/D box 14A [Source:HGNC Symbol;Acc:HGNC:10113]"
ENSG00000272036,406931,MIR139,11,72615063,72615130,-1,miRNA,microRNA 139 [Source:HGNC Symbol;Acc:HGNC:31526]
ENSG00000272037,NA,KB-431C1.5,8,102256392,102257821,1,antisense,
ENSG00000272040,NA,CTC-366B18.4,5,75608817,75609983,1,lincRNA,
ENSG00000272043,NA,RP11-44N11.3,8,122780760,122781071,1,lincRNA,
ENSG00000272045,100302137,MIR1914,20,63941465,63941544,-1,miRNA,microRNA 1914 [Source:HGNC Symbol;Acc:HGNC:35398]
ENSG00000272046,NA,RP11-471M2.3,13,87807634,87811232,-1,lincRNA,
ENSG00000272047,404672,GTF2H5,6,158168352,158199344,1,protein_coding,"general transcription factor IIH, polypeptide 5 [Source:HGNC Symbol;Acc:HGNC:21157]"
ENSG00000272049,NA,RP11-480D4.6,5,8444949,8445535,-1,lincRNA,
ENSG00000272050,NA,RP13-379O24.3,20,62477870,62478594,1,lincRNA,
ENSG00000272051,NA,Y_RNA,1,55484871,55484972,-1,misc_RNA,Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000272053,NA,RP11-367G6.3,6,25014952,25042170,-1,lincRNA,
ENSG00000272054,NA,RP11-423P10.2,2,37208875,37212677,1,sense_intronic,
ENSG00000272055,NA,RNU6-6P,10,13217269,13217375,1,snRNA,"RNA, U6 small nuclear 6, pseudogene [Source:HGNC Symbol;Acc:HGNC:10228]"
ENSG00000272056,NA,RP11-503P10.1,2,27053618,27054276,-1,antisense,
ENSG00000272057,NA,CTB-40H15.4,5,14872332,14872713,1,lincRNA,
ENSG00000272058,100996721,FAM231D,1,149702328,149705721,1,protein_coding,"family with sequence similarity 231, member D [Source:HGNC Symbol;Acc:HGNC:49509]"
ENSG00000272058,102724235,FAM231D,1,149702328,149705721,1,protein_coding,"family with sequence similarity 231, member D [Source:HGNC Symbol;Acc:HGNC:49509]"
ENSG00000272068,NA,RP11-284F21.9,1,156637783,156641004,-1,lincRNA,
ENSG00000272070,NA,AC005618.6,5,141326210,141329357,1,lincRNA,
ENSG00000272071,NA,RP11-332J15.4,5,6779458,6779998,1,lincRNA,
ENSG00000272072,NA,CTA-363E19.2,7,107192559,107193300,-1,antisense,
ENSG00000272075,NA,RN7SL828P,11,118067237,118067539,1,misc_RNA,"RNA, 7SL, cytoplasmic 828, pseudogene [Source:HGNC Symbol;Acc:HGNC:46844]"
ENSG00000272076,NA,RP11-11C20.3,8,51810110,51810681,-1,lincRNA,
ENSG00000272077,NA,RP11-348P10.2,3,44667412,44669364,1,lincRNA,
ENSG00000272078,NA,RP4-734G22.3,1,10639241,10654333,1,antisense,
ENSG00000272079,NA,LA16c-380H5.5,16,3006120,3007388,1,lincRNA,
ENSG00000272080,574504,MIR502,X,50014598,50014683,1,miRNA,microRNA 502 [Source:HGNC Symbol;Acc:HGNC:32136]
ENSG00000272081,NA,CTD-2376I4.2,5,72955206,72955699,-1,lincRNA,
ENSG00000272082,NA,AC093628.1,4,104490876,104490954,1,miRNA,
ENSG00000272084,NA,RP5-1126H10.2,1,19072110,19075511,-1,3prime_overlapping_ncrna,
ENSG00000272085,NA,RP11-542A14.2,5,158464465,158464678,1,lincRNA,
ENSG00000272086,NA,CTD-2186M15.3,5,32174471,32175272,1,lincRNA,
ENSG00000272087,NA,RP11-379F4.7,3,158693120,158693768,-1,lincRNA,
ENSG00000272088,NA,RP11-168F9.2,1,3487246,3487627,1,lincRNA,
ENSG00000272092,NA,RP11-350N15.5,8,38382364,38383461,1,lincRNA,
ENSG00000272094,NA,RP4-665J23.4,1,90860550,90862920,-1,lincRNA,
ENSG00000272096,NA,RN7SL715P,3,155437538,155437823,-1,misc_RNA,"RNA, 7SL, cytoplasmic 715, pseudogene [Source:HGNC Symbol;Acc:HGNC:46731]"
ENSG00000272097,NA,RP11-421M1.8,6,10743324,10747663,-1,lincRNA,
ENSG00000272100,NA,RP11-155O18.6,1,52353487,52353877,1,antisense,
ENSG00000272101,NA,AC243587.1,CHR_HSCHR15_4_CTG8,29880557,29880829,1,processed_pseudogene,
ENSG00000272102,NA,RP3-355L5.5,6,105273220,105273760,-1,lincRNA,
ENSG00000272103,NA,CTD-2653M23.3,5,36861736,36862217,-1,lincRNA,
ENSG00000272104,NA,XXcos-LUCA11.5,3,50350892,50367923,1,protein_coding,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:U3KQU4]
ENSG00000272106,NA,RP11-345P4.9,1,1613758,1615795,-1,antisense,
ENSG00000272108,NA,AC005754.8,5,141118680,141120765,1,lincRNA,
ENSG00000272109,NA,CTD-2260A17.3,5,96804353,96806105,1,antisense,
ENSG00000272112,NA,CTB-113P19.5,5,151724831,151725356,-1,lincRNA,
ENSG00000272113,NA,Y_RNA,9,32820261,32820350,1,misc_RNA,Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000272114,NA,RP1-261G23.7,6,43770429,43770616,-1,antisense,
ENSG00000272115,NA,GS1-393G12.14,8,144409492,144409976,1,antisense,
ENSG00000272121,NA,RP4-555D20.4,3,43998081,43999149,-1,lincRNA,
ENSG00000272123,NA,CTD-2366F13.2,5,53089016,53089468,-1,antisense,
ENSG00000272128,NA,KB-1836B5.4,8,38099471,38099931,1,lincRNA,
ENSG00000272129,NA,RP11-250B2.6,6,80355424,80356859,1,lincRNA,
ENSG00000272130,NA,RP11-360I2.1,5,21569755,21570045,1,lincRNA,
ENSG00000272134,NA,RP11-927P21.8,17,64881091,64881181,1,processed_pseudogene,
ENSG00000272135,NA,RP11-107C16.2,10,122818816,122826449,1,transcribed_unprocessed_pseudogene,
ENSG00000272137,NA,RP11-177G23.2,6,79561132,79561602,1,lincRNA,
ENSG00000272138,101927067,LINC01607,8,79768142,79802842,1,lincRNA,long intergenic non-protein coding RNA 1607 [Source:HGNC Symbol;Acc:HGNC:51660]
ENSG00000272139,NA,CTD-2544H17.2,5,122311297,122311673,-1,antisense,
ENSG00000272140,NA,RP11-574K11.29,10,73703735,73713581,-1,lincRNA,
ENSG00000272141,NA,RP11-465B22.8,1,1169357,1170343,1,lincRNA,
ENSG00000272142,NA,RP11-428J1.5,6,5029972,5043449,1,lincRNA,
ENSG00000272143,283481,FGF14-AS2,13,102394630,102395703,1,lincRNA,FGF14 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:44368]
ENSG00000272144,NA,CTD-2035E11.5,5,43061395,43062441,1,lincRNA,
ENSG00000272145,NA,NFYC-AS1,1,40690380,40692066,-1,antisense,NFYC antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49451]
ENSG00000272146,NA,ARF4-AS1,3,57597715,57600927,1,antisense,ARF4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51593]
ENSG00000272148,NA,RP11-195B17.1,2,27062428,27062907,-1,antisense,
ENSG00000272149,NA,RP11-627J17.1,3,33144104,33147721,-1,antisense,
ENSG00000272150,101929780,NBPF25P,1,145572345,145607858,-1,transcribed_unprocessed_pseudogene,"neuroblastoma breakpoint family, member 25, pseudogene [Source:HGNC Symbol;Acc:HGNC:45046]"
ENSG00000272153,NA,RP1-286D6.5,1,3785008,3785538,1,antisense,
ENSG00000272154,NA,AC005754.7,5,141100242,141174391,-1,antisense,
ENSG00000272155,NA,RP11-707M3.3,8,65714334,65714778,-1,antisense,
ENSG00000272156,NA,RP11-477N3.1,2,54082554,54085066,1,lincRNA,
ENSG00000272157,NA,CTD-2168K21.2,8,24956621,24957110,1,antisense,
ENSG00000272158,NA,RP11-840I19.5,14,65003325,65003767,-1,antisense,
ENSG00000272159,NA,RP11-350N15.6,8,38408048,38408742,-1,antisense,
ENSG00000272160,NA,RNU4-5P,10,109869858,109869992,1,snRNA,"RNA, U4 small nuclear 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:10198]"
ENSG00000272161,NA,RP4-713A8.1,1,2326201,2326693,-1,sense_intronic,
ENSG00000272162,NA,RP11-637O19.3,6,10747794,10930423,1,protein_coding,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F8WBI7]
ENSG00000272163,NA,GS1-72M22.1,8,24912165,24914717,-1,antisense,
ENSG00000272164,NA,RP11-180P8.5,17,63004672,63005152,-1,processed_pseudogene,
ENSG00000272166,NA,SNORD5,3,25555543,25555606,-1,snoRNA,Small nucleolar RNA SNORD5 [Source:RFAM;Acc:RF01161]
ENSG00000272167,NA,PROX1-AS1,1,214028891,214030901,-1,antisense,
ENSG00000272168,401237,CASC15,6,21664772,22214505,1,lincRNA,cancer susceptibility candidate 15 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:28245]
ENSG00000272170,NA,RP11-387M24.5,6,43074331,43074739,-1,antisense,
ENSG00000272172,NA,RP13-582O9.7,8,143290399,143290621,-1,antisense,
ENSG00000272173,NA,U47924.31,12,6943508,6944604,-1,antisense,
ENSG00000272174,NA,AC026703.1,5,32781538,32781639,1,miRNA,
ENSG00000272175,NA,RP4-657D16.6,1,51801028,51801307,1,antisense,
ENSG00000272177,NA,RP11-340F16.1,2,65731676,65733041,1,lincRNA,
ENSG00000272180,NA,RP11-481J13.1,2,55952158,56181652,1,lincRNA,
ENSG00000272181,NA,RP11-245J9.6,3,64019508,64019925,1,antisense,
ENSG00000272182,NA,RP11-802O23.3,3,58428255,58428815,1,antisense,
ENSG00000272183,NA,RP11-523H20.3,2,74501717,74502365,1,antisense,
ENSG00000272186,NA,RP11-110I1.13,11,119067374,119067698,-1,antisense,
ENSG00000272188,100616237,MIR4640,CHR_HSCHR6_MHC_MANN_CTG1,30935532,30935621,1,miRNA,microRNA 4640 [Source:HGNC Symbol;Acc:HGNC:41561]
ENSG00000272189,NA,RP3-325F22.5,6,136550661,136552554,1,antisense,
ENSG00000272192,NA,CTD-2532N20.1,8,65842752,65843331,1,lincRNA,
ENSG00000272195,NA,RP11-156E8.1,1,244969350,244971088,-1,antisense,
ENSG00000272196,723790,HIST2H2AA4,1,149851061,149851624,1,protein_coding,"histone cluster 2, H2aa4 [Source:HGNC Symbol;Acc:HGNC:29668]"
ENSG00000272197,NA,RN7SL803P,5,154718383,154718689,-1,misc_RNA,"RNA, 7SL, cytoplasmic 803, pseudogene [Source:HGNC Symbol;Acc:HGNC:46819]"
ENSG00000272202,NA,RP11-157F20.3,3,57078943,57080101,1,antisense,
ENSG00000272203,NA,AC004775.5,5,132817248,132818000,-1,lincRNA,
ENSG00000272205,NA,RP11-277B15.3,1,167219831,167220512,-1,lincRNA,
ENSG00000272209,NA,RP3-500L14.2,6,13825432,13826574,1,lincRNA,
ENSG00000272211,NA,RP11-347P5.1,2,196151263,196154881,1,antisense,
ENSG00000272213,NA,MIR484,16,15643281,15643390,1,miRNA,microRNA 484 [Source:HGNC Symbol;Acc:HGNC:32341]
ENSG00000272215,NA,U7,12,111564821,111564883,-1,snRNA,U7 small nuclear RNA [Source:RFAM;Acc:RF00066]
ENSG00000272217,NA,XXbac-BPG157A10.21,6,33246075,33246856,-1,lincRNA,
ENSG00000272218,NA,RP11-11N5.3,4,186892552,186892983,1,lincRNA,
ENSG00000272219,NA,CTB-181H17.1,7,101960116,101961894,1,sense_intronic,
ENSG00000272220,NA,RP11-927P21.9,17,64892728,64892845,1,transcribed_processed_pseudogene,
ENSG00000272221,NA,XXbac-BPG181B23.7,6,31394289,31395495,-1,lincRNA,
ENSG00000272223,NA,RP1-20C7.6,6,43033897,43034405,-1,antisense,
ENSG00000272226,NA,RP11-63G10.3,1,58812808,58813342,-1,lincRNA,
ENSG00000272230,100500896,MIR3666,7,114653345,114653455,1,miRNA,microRNA 3666 [Source:HGNC Symbol;Acc:HGNC:38940]
ENSG00000272232,NA,RN7SL726P,9,70579163,70579461,-1,misc_RNA,"RNA, 7SL, cytoplasmic 726, pseudogene [Source:HGNC Symbol;Acc:HGNC:46742]"
ENSG00000272234,NA,CTD-2325A15.5,5,42806394,42806997,1,antisense,
ENSG00000272235,NA,RP11-22L13.1,1,3306636,3310096,-1,lincRNA,
ENSG00000272236,NA,XXbac-BPG170G13.32,6,29751965,29752207,-1,lincRNA,
ENSG00000272237,NA,SNORA25,2,227887631,227887744,1,snoRNA,Small nucleolar RNA SNORA25 [Source:RFAM;Acc:RF00402]
ENSG00000272239,NA,CTB-108O6.2,5,147401760,147401996,1,antisense,
ENSG00000272240,NA,RP5-855D21.1,8,234347,234887,-1,antisense,
ENSG00000272243,NA,RP11-554D15.3,6,74530248,74734279,-1,lincRNA,
ENSG00000272247,NA,RP11-379F4.9,3,158801257,158801935,-1,antisense,
ENSG00000272248,NA,RP3-406P24.4,6,4018713,4019202,1,lincRNA,
ENSG00000272249,NA,KB-1958F4.2,8,97132835,97133379,-1,antisense,
ENSG00000272250,NA,RP11-346C20.4,16,73060245,73060759,1,lincRNA,
ENSG00000272253,NA,RNA5SP386,14,67657105,67657211,-1,rRNA,"RNA, 5S ribosomal pseudogene 386 [Source:HGNC Symbol;Acc:HGNC:43286]"
ENSG00000272254,NA,RP11-531A24.7,8,73042910,73043346,-1,antisense,
ENSG00000272255,NA,CTD-3224K15.3,5,139644460,139645002,-1,lincRNA,
ENSG00000272256,NA,RP11-489E7.4,8,30082758,30083467,1,antisense,
ENSG00000272259,63930,RP11-305P22.9,20,63009383,63085071,1,lincRNA,
ENSG00000272262,NA,RNU6-89P,1,202410108,202410207,-1,snRNA,"RNA, U6 small nuclear 89, pseudogene [Source:HGNC Symbol;Acc:HGNC:47052]"
ENSG00000272263,NA,RP11-767C1.2,3,12832219,12832728,-1,antisense,
ENSG00000272264,NA,RP11-92K15.3,8,80032724,80033300,-1,lincRNA,
ENSG00000272265,NA,CTD-2287O16.4,5,116078110,116078570,-1,lincRNA,
ENSG00000272267,NA,RP11-375N15.2,8,9555144,9556520,-1,antisense,
ENSG00000272269,NA,RP11-500C11.3,6,17706257,17707344,1,antisense,
ENSG00000272273,105379695,XXbac-BPG252P9.10,6,30742929,30743592,1,antisense,
ENSG00000272274,NA,LINC00551,13,106617810,106631359,1,lincRNA,long intergenic non-protein coding RNA 551 [Source:HGNC Symbol;Acc:HGNC:43691]
ENSG00000272275,NA,RP11-791G15.2,2,10767875,10770058,-1,lincRNA,
ENSG00000272277,NA,RP1-40E16.12,6,3068045,3068894,-1,antisense,
ENSG00000272279,NA,RP11-157J24.2,6,1528364,1528911,-1,lincRNA,
ENSG00000272281,NA,TPTE2P2,13,52219344,52334277,-1,transcribed_unprocessed_pseudogene,transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38076]
ENSG00000272282,NA,RP11-222K16.2,3,27712910,27714005,1,lincRNA,
ENSG00000272288,NA,RP11-140K17.3,6,34696317,34697470,1,antisense,
ENSG00000272293,NA,RP11-91J19.3,8,450714,451343,-1,antisense,
ENSG00000272295,NA,DAQB-331I12.15,CHR_HSCHR6_MHC_QBL_CTG1,31962758,31973199,1,protein_coding,Serine/threonine-protein kinase 19; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H0YAS4]
ENSG00000272296,619571,SNORD96A,5,181241814,181241892,-1,snoRNA,"small nucleolar RNA, C/D box 96A [Source:HGNC Symbol;Acc:HGNC:32758]"
ENSG00000272297,NA,RP11-215A19.2,4,186426546,186555328,-1,protein_coding,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H0Y8X5]
ENSG00000272298,NA,RP11-386M24.8,15,92699040,92724277,-1,processed_transcript,
ENSG00000272299,NA,RP11-394A14.4,13,63837295,63838031,-1,lincRNA,
ENSG00000272301,NA,RP11-111M22.4,11,76389648,76390128,1,lincRNA,
ENSG00000272304,NA,RP11-19C24.1,4,66003281,66016792,1,lincRNA,
ENSG00000272305,NA,RP11-894J14.5,3,52969119,53099453,-1,protein_coding,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:U3KQK6]
ENSG00000272308,NA,RP11-231G3.1,5,60866457,60866935,-1,lincRNA,
ENSG00000272311,NA,IFNL4P1,19,39264382,39265817,1,unprocessed_pseudogene,"interferon, lambda 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45090]"
ENSG00000272312,NA,RP11-239L20.6,6,27001208,27001648,-1,lincRNA,
ENSG00000272316,NA,XXbac-BPGBPG55C20.2,6,57908560,57913911,-1,lincRNA,
ENSG00000272319,NA,AL022345.7,10,42579724,42582772,1,unprocessed_pseudogene,
ENSG00000272320,NA,RP11-506K6.4,6,3311662,3313650,1,antisense,
ENSG00000272321,NA,KB-1517D11.4,8,98436669,98439290,1,antisense,
ENSG00000272323,NA,CTD-2517O10.6,5,34837549,34839278,-1,antisense,
ENSG00000272324,NA,CTD-2154B17.4,5,10761065,10770294,1,antisense,
ENSG00000272325,11165,NUDT3,6,34279679,34392674,-1,protein_coding,nudix (nucleoside diphosphate linked moiety X)-type motif 3 [Source:HGNC Symbol;Acc:HGNC:8050]
ENSG00000272328,NA,RP4-594A5.1,7,8303741,8341343,1,lincRNA,
ENSG00000272329,NA,RP11-65L19.4,13,96948018,96949584,1,lincRNA,
ENSG00000272330,NA,AC002044.4,16,73014319,73014476,-1,sense_intronic,
ENSG00000272333,9757,KMT2B,19,35718019,35738878,1,protein_coding,lysine (K)-specific methyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:15840]
ENSG00000272334,NA,RP11-129K12.1,3,36973117,36973672,-1,lincRNA,
ENSG00000272335,NA,RP11-53O19.3,5,44826076,44828592,1,lincRNA,
ENSG00000272337,NA,RNU6-90P,15,51907200,51907305,1,snRNA,"RNA, U6 small nuclear 90, pseudogene [Source:HGNC Symbol;Acc:HGNC:47053]"
ENSG00000272338,NA,RP11-722E23.2,8,33360839,33361415,-1,lincRNA,
ENSG00000272341,NA,RP1-151F17.2,6,16764346,16766883,1,lincRNA,
ENSG00000272342,NA,RP13-539J13.1,2,739588,740164,-1,lincRNA,
ENSG00000272343,NA,RP11-140I16.3,8,56222688,56223173,1,lincRNA,
ENSG00000272344,767599,SNORD114-21,14,100981975,100982046,1,snoRNA,"small nucleolar RNA, C/D box 114-21 [Source:HGNC Symbol;Acc:HGNC:33009]"
ENSG00000272345,NA,RP1-30M3.5,6,24700907,24701793,-1,antisense,
ENSG00000272346,NA,RP11-927P21.11,17,64940606,64940717,1,transcribed_unprocessed_pseudogene,
ENSG00000272347,NA,RP11-43F13.4,5,1005039,1006623,1,lincRNA,
ENSG00000272351,NA,RNA5SP506,X,69672479,69672597,1,rRNA,"RNA, 5S ribosomal pseudogene 506 [Source:HGNC Symbol;Acc:HGNC:43406]"
ENSG00000272354,NA,RP11-307L14.2,5,65020614,65020989,1,lincRNA,
ENSG00000272356,NA,RP5-1112D6.8,6,111309203,111313517,1,antisense,
ENSG00000272359,NA,RNU4-89P,3,196747192,196747324,-1,snRNA,"RNA, U4 small nuclear 89, pseudogene [Source:HGNC Symbol;Acc:HGNC:47025]"
ENSG00000272360,NA,RP11-359I18.5,3,58490830,58491291,-1,lincRNA,
ENSG00000272361,NA,GS1-166A23.2,7,16593626,16594224,-1,lincRNA,
ENSG00000272362,NA,RP4-781K5.9,1,234644666,234647571,1,lincRNA,
ENSG00000272366,NA,RP11-573G6.10,10,22340377,22340615,-1,lincRNA,
ENSG00000272367,NA,CTC-428H11.2,5,87376256,87377180,-1,antisense,
ENSG00000272368,NA,RP4-605O3.4,12,50112197,50165618,1,antisense,
ENSG00000272369,NA,RP11-446N19.1,12,46537502,46652550,1,lincRNA,
ENSG00000272370,NA,RP11-307L14.1,5,65020038,65020551,1,lincRNA,
ENSG00000272371,NA,RP11-25O10.2,1,52554818,52555273,1,lincRNA,
ENSG00000272372,NA,RP11-441F2.5,16,56351886,56353524,-1,antisense,
ENSG00000272374,NA,RP3-329A5.8,6,35220370,35224630,-1,lincRNA,
ENSG00000272375,NA,RP11-51J9.6,8,30197404,30198048,1,lincRNA,
ENSG00000272379,NA,RP1-257A7.5,6,13290018,13290490,-1,lincRNA,
ENSG00000272380,100616244,MIR3976,18,5840695,5840833,1,miRNA,microRNA 3976 [Source:HGNC Symbol;Acc:HGNC:41578]
ENSG00000272381,NA,RP11-192P3.4,10,31187883,31261910,1,lincRNA,
ENSG00000272382,NA,CTD-2035E11.4,5,43033716,43034635,1,lincRNA,
ENSG00000272383,NA,RP11-556O9.4,17,63088162,63089197,-1,processed_pseudogene,
ENSG00000272384,NA,RP11-44N11.2,8,122779971,122780830,-1,lincRNA,
